instrument,timeframe,direction,setup,entry_price,exit_price,sl_usd,pnl,r,entry_time,exit_time,r_base,pyr_r,macro_zone,macro_mult,macro_rule,month,f11_skip,f11_type,skip_metrics,modified,pyr_triggered,exit_time_parsed,is_open,gf_blocked,sign,stop_price,in_metrics,trade_id,bars_to_fill,entry_in_signal_bar,dist_from_open_r,entry_style,mfe_r,mae_r,mfe_12h,mae_12h,stop_touched,stop_close_through,stop_wick_only,bars_to_stop,beyond_stop_r,beyond_stop_atr,atr_at_entry,cf_mfe_r,cf_mfe_no_retest_r,cf_reclaimed,cf_reached_1r,cf_reached_2r,cf_reached_5r,hours_to_cf_mfe,stop_fate,_med_beyond_r,_p75_beyond_r,_med_beyond_atr,_p75_beyond_atr
ETHUSDT,1H,LONG,TBX7A,1816.12,1807.12,9.0,-5.4,-0.6,2021-02-17 09:00:00+00:00,2021-02-17 10:45,-0.6,-0.6,YELLOW,0.6,PPI день 09-16 UTC,2021-02,,,False,,,2021-02-17 10:45:00+00:00,False,False,1.0,1807.12,True,2021-02-17 09:00:00+00:00|LONG|TBX7A|1816.12|9.0,1.0,False,1.3177777777777666,limit_retest,1.320000000000012,-1.5666666666666567,4.030000000000023,-1.5666666666666567,True,False,True,0.0,0.5666666666666567,0.4422147900408691,11.532857142857145,4.030000000000023,1.320000000000012,True,True,True,False,3.5,ambiguous_stop,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX0,1591.8968942951956,1652.4501098700498,80.08,34.45,0.43,2021-02-24 01:15:00+00:00,2021-02-24 13:15,0.43,0.43,NORMAL,1.0,,2021-02,,,False,,,2021-02-24 13:15:00+00:00,False,False,1.0,1511.8168942951957,True,2021-02-24 01:15:00+00:00|LONG|TBX0|1591.8969|80.08,0.0,True,0.2934177609290146,market_like,1.5252635577523026,-0.30640477391603,1.5252635577523026,-0.30640477391603,False,False,False,,0.0,0.0,28.44071428571429,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,1676.5193939204157,1626.86,55.6,-14.85,-0.27,2021-02-24 16:00:00+00:00,2021-02-24 19:00,-0.27,-0.27,NORMAL,1.0,,2021-02,,,False,,,2021-02-24 19:00:00+00:00,False,False,1.0,1620.9193939204158,True,2021-02-24 16:00:00+00:00|LONG|TBX0|1676.5194|55.6,0.0,True,0.2597013295038812,market_like,0.03328428200690949,-0.9114998906549605,0.03328428200690949,-2.1870394590002813,False,False,False,,0.0,0.0,27.414285714285693,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,SHORT,TBX0,1592.3,1607.71,15.41,-15.41,-1.0,2021-02-24 21:00:00+00:00,2021-02-24 23:00,-1.0,-1.0,NORMAL,1.0,,2021-02,,,False,,,2021-02-24 23:00:00+00:00,False,False,-1.0,1607.71,True,2021-02-24 21:00:00+00:00|SHORT|TBX0|1592.3|15.41,0.0,True,0.8377676833225232,limit_retest,2.4256975989617056,-1.473069435431541,2.4256975989617056,-4.280337443218691,True,False,True,8.0,0.473069435431541,0.37567637206905696,19.40499999999999,0.8702141466580048,,True,False,False,False,10.25,ambiguous_stop,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,SHORT,TBX0,1607.0107369129526,1624.1099901972384,46.56,-24.0,-0.52,2021-02-25 03:15:00+00:00,2021-02-25 05:45,-0.52,-0.52,NORMAL,1.0,,2021-02,,,False,,,2021-02-25 05:45:00+00:00,False,False,-1.0,1653.5707369129525,True,2021-02-25 03:15:00+00:00|SHORT|TBX0|1607.0107|46.56,0.0,True,0.24311132059809654,market_like,0.40873575843970217,-0.40354946492799404,0.603967717202587,-1.4063415611479264,False,False,False,,0.0,0.0,15.55071428571432,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,SHORT,TBX0,1606.4880884740528,1634.0167905877104,37.33,-7.7,-0.21,2021-02-25 08:45:00+00:00,2021-02-25 12:00,-0.21,-0.21,NORMAL,1.0,,2021-02,,,False,,,2021-02-25 12:00:00+00:00,False,False,-1.0,1643.8180884740527,True,2021-02-25 08:45:00+00:00|SHORT|TBX0|1606.4881|37.33,0.0,True,0.2582885487797297,market_like,0.7393005216729897,-0.8039622696476614,1.3436401948581,-1.7680662074992555,False,False,False,,0.0,0.0,15.804285714285665,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,SHORT,TBX0,1617.0827590494384,1488.15,44.73,128.93,2.88,2021-02-25 15:45:00+00:00,2021-02-26 02:00,2.88,2.88,NORMAL,1.0,,2021-02,,,False,,,2021-02-26 02:00:00+00:00,False,False,-1.0,1661.8127590494385,True,2021-02-25 15:45:00+00:00|SHORT|TBX0|1617.0828|44.73,0.0,True,0.29951354684912995,market_like,3.757718735735266,-0.44527701655626123,3.757718735735266,-0.44527701655626123,False,False,False,,0.0,0.0,16.736428571428615,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,LONG,TBX0,1389.58,1425.38,45.6,35.8,0.79,2021-02-28 19:00:00+00:00,2021-03-01 06:30,0.79,0.79,NORMAL,1.0,,2021-02,,,False,,,2021-03-01 06:30:00+00:00,False,False,1.0,1343.98,True,2021-02-28 19:00:00+00:00|LONG|TBX0|1389.58|45.6,3.0,False,0.8679824561403493,limit_retest,1.496052631578948,-0.9364035087719258,1.496052631578948,-0.9364035087719258,False,False,False,,0.0,0.0,19.688571428571404,,,False,False,False,False,,clean_winner,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX0,1443.5968009577507,1523.36,17.99,81.58,4.53,2021-03-01 08:00:00+00:00,2021-03-01 17:45,4.53,4.53,NORMAL,1.0,,2021-03,,,False,,,2021-03-01 17:45:00+00:00,False,False,1.0,1425.6068009577507,True,2021-03-01 08:00:00+00:00|LONG|TBX0|1443.5968|17.99,0.0,True,0.24996114273211748,market_like,6.80062251485544,-0.263857751959466,6.80062251485544,-0.263857751959466,False,False,False,,0.0,0.0,10.197857142857174,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,1534.7918057934417,1550.66692993078,27.34,4.68,0.17,2021-03-01 21:45:00+00:00,2021-03-02 02:00,0.17,-1.78,NORMAL,1.0,,2021-03,,,False,,True,2021-03-02 02:00:00+00:00,False,False,1.0,1507.4518057934417,True,2021-03-01 21:45:00+00:00|LONG|TBX0|1534.7918|27.34,0.0,True,0.25719845623415005,market_like,2.5624796710518747,-0.3896051862999837,2.5624796710518747,-0.3896051862999837,False,False,False,,0.0,0.0,13.263571428571433,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,1573.53,1563.9351128646974,42.13,-8.59,-0.2,2021-03-02 09:30:00+00:00,2021-03-02 15:00,-0.2,-0.2,NORMAL,1.0,,2021-03,,,False,,,2021-03-02 15:00:00+00:00,False,False,1.0,1531.3999999999999,True,2021-03-02 09:30:00+00:00|LONG|TBX0|1573.53|42.13,0.0,True,0.16187989556135618,market_like,0.5027296463327809,-0.5347733206741033,0.5027296463327809,-2.8063137906479945,False,False,False,,0.0,0.0,11.861428571428585,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,LONG,TBX7B,1592.73,1608.79,19.39,16.06,0.84,2021-03-03 08:00:00+00:00,2021-03-03 13:30,0.84,0.84,NORMAL,1.0,,2021-03,,,False,,,2021-03-03 13:30:00+00:00,False,False,1.0,1573.34,True,2021-03-03 08:00:00+00:00|LONG|TBX7B|1592.73|19.39,1.0,False,1.3336771531717446,limit_retest,3.675605982465187,-1.3336771531717446,3.675605982465187,-1.3336771531717446,True,False,True,0.0,0.3336771531717446,0.6214751286449494,10.410714285714334,3.675605982465187,3.675605982465187,True,True,True,False,4.75,winner_survived_stop_touch,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX7B,1611.4403980304019,1581.4693562576126,43.75,-8.68,-0.2,2021-03-04 01:00:00+00:00,2021-03-04 03:15,-0.2,-0.2,NORMAL,1.0,,2021-03,,,False,,,2021-03-04 03:15:00+00:00,False,False,1.0,1567.6903980304019,True,2021-03-04 01:00:00+00:00|LONG|TBX7B|1611.4404|43.75,0.0,True,0.38492338355204475,market_like,0.33279090216224305,-0.7826376692663273,0.33279090216224305,-1.8969233835520416,False,False,False,,0.0,0.0,17.320714285714303,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX7B,1583.0524828999746,1550.0512865184728,41.93,-8.89,-0.21,2021-03-04 08:00:00+00:00,2021-03-04 09:15,-0.21,-0.21,NORMAL,1.0,,2021-03,,,False,,,2021-03-04 09:15:00+00:00,False,False,1.0,1541.1224828999746,True,2021-03-04 08:00:00+00:00|LONG|TBX7B|1583.0525|41.93,0.0,True,0.23950591223407178,market_like,0.1819107345582028,-1.1278913164792423,0.5069763200578422,-1.8006792964458542,True,False,True,5.0,0.12789131647924235,0.40941681081771714,13.097857142857151,0.5069763200578422,,True,False,False,False,5.25,ambiguous_stop,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX7B,1581.53,1557.64,44.27,-7.2,-0.2,2021-03-04 14:15:00+00:00,2021-03-04 17:45,-0.2,-0.2,NORMAL,1.0,,2021-03,,,False,True,,2021-03-04 17:45:00+00:00,False,False,1.0,1537.26,True,2021-03-04 14:15:00+00:00|LONG|TBX7B|1581.53|44.27,0.0,True,0.2733227919584348,market_like,0.5145696860176185,-0.5949853173706781,0.5145696860176185,-3.0494691664784277,False,False,False,,0.0,0.0,13.168571428571454,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,LONG,TBX0,1780.47,1789.711001275569,20.44,9.24,0.45,2021-03-11 11:00:00+00:00,2021-03-11 15:30,0.45,0.45,NORMAL,1.0,,2021-03,,,False,,,2021-03-11 15:30:00+00:00,False,False,1.0,1760.03,True,2021-03-11 11:00:00+00:00|LONG|TBX0|1780.47|20.44,3.0,False,0.6638943248532259,limit_retest,2.161937377690805,-0.8380626223092029,3.4050880626223043,-0.8380626223092029,False,False,False,,0.0,0.0,15.287142857142905,,,False,False,False,False,,clean_winner,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX0,1823.1723112784518,1806.31,31.37,-30.9,-0.99,2021-03-11 21:00:00+00:00,2021-03-12 00:15,-0.99,-0.99,NORMAL,1.0,,2021-03,,,False,,,2021-03-12 00:15:00+00:00,False,False,1.0,1791.802311278452,True,2021-03-11 21:00:00+00:00|LONG|TBX0|1823.1723|31.37,0.0,True,0.32968795914733556,market_like,0.8574334944707712,-0.5725951953602744,0.8574334944707712,-1.4651677168776476,False,False,False,,0.0,0.0,14.505000000000043,,,False,False,False,False,,ambiguous_stop,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,SHORT,TBX0,2057.51,2066.952,9.44,-9.16,-0.97,2021-04-02 17:00:00+00:00,2021-04-02 19:30,-0.97,-0.97,NORMAL,1.0,,2021-04,,,False,,,2021-04-02 19:30:00+00:00,False,False,-1.0,2066.9500000000003,True,2021-04-02 17:00:00+00:00|SHORT|TBX0|2057.51|9.44,0.0,True,0.509533898305079,limit_retest,2.7913135593220484,-1.6906779661016507,2.7913135593220484,-9.7976694915254,True,True,False,10.0,0.6906779661016507,0.32774406664031563,19.893571428571395,-0.494703389830468,,True,False,False,False,0.25,hopeless,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,1H,LONG,TBX7B,2094.09,2102.5,22.21,8.41,0.41,2021-04-02 20:00:00+00:00,2021-04-03 01:30,0.41,0.41,NORMAL,1.0,,2021-04,,,False,,,2021-04-03 01:30:00+00:00,False,False,1.0,2071.88,True,2021-04-02 20:00:00+00:00|LONG|TBX7B|2094.09|22.21,2.0,False,1.333183250787939,limit_retest,2.5173345339936897,-1.417829806393527,2.5173345339936897,-1.417829806393527,True,False,True,0.0,0.41782980639352707,0.6631955079122206,13.992857142857067,2.5173345339936897,2.5173345339936897,True,True,True,False,3.5,winner_survived_stop_touch,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,1H,LONG,TBX0,2082.6,2069.696948562081,16.8,-12.4,-0.74,2021-04-04 13:00:00+00:00,2021-04-04 16:15,-0.74,-0.74,NORMAL,1.0,,2021-04,,,False,,,2021-04-04 16:15:00+00:00,False,False,1.0,2065.7999999999997,True,2021-04-04 13:00:00+00:00|LONG|TBX0|2082.6|16.8,0.0,True,0.85119047619046,market_like,0.6619047619047553,-0.9285714285714232,0.6619047619047553,-1.702380952380947,False,False,False,,0.0,0.0,13.027142857142849,,,False,False,False,False,,not_applicable,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX0,2079.0375070353375,2063.87,22.35,-16.07,-0.72,2021-04-04 21:45:00+00:00,2021-04-05 00:30,-0.72,-0.72,NORMAL,1.0,,2021-04,,,False,,,2021-04-05 00:30:00+00:00,False,False,1.0,2056.6875070353376,True,2021-04-04 21:45:00+00:00|LONG|TBX0|2079.0375|22.35,0.0,True,0.5368012096347896,market_like,0.412192078955816,-0.9180092633260639,0.412192078955816,-3.439709487039706,False,False,False,,0.0,0.0,9.012857142857163,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,2035.1479938606622,2105.8927328040627,19.31,70.74,3.66,2021-04-05 09:15:00+00:00,2021-04-05 23:00,3.66,3.66,NORMAL,1.0,,2021-04,,,False,,,2021-04-05 23:00:00+00:00,False,False,1.0,2015.8379938606622,True,2021-04-05 09:15:00+00:00|LONG|TBX0|2035.148|19.31,0.0,True,0.23707891562207242,market_like,5.357949567029414,-0.3499737887447983,5.357949567029414,-0.3499737887447983,False,False,False,,0.0,0.0,12.455714285714262,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,2117.0176983231668,2095.7122332420586,24.89,-9.55,-0.38,2021-04-06 00:00:00+00:00,2021-04-06 07:45,-0.38,-0.38,NORMAL,1.0,,2021-04,,,False,,,2021-04-06 07:45:00+00:00,False,False,1.0,2092.127698323167,True,2021-04-06 00:00:00+00:00|LONG|TBX0|2117.0177|24.89,0.0,True,0.266279563003893,market_like,1.7678706981451673,-1.0051305071581667,1.7678706981451673,-1.1658376184478412,True,False,True,31.0,0.005130507158166653,0.009338573570490716,13.674285714285784,0.7224709392058349,,True,False,False,False,2.75,ambiguous_stop,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,LONG,TBX0,2020.99,2014.07,25.7,-9.53,-0.37,2021-04-08 04:00:00+00:00,2021-04-08 08:30,-0.37,-0.37,NORMAL,1.0,,2021-04,,,False,,,2021-04-08 08:30:00+00:00,False,False,1.0,1995.29,True,2021-04-08 04:00:00+00:00|LONG|TBX0|2020.99|25.7,2.0,False,0.8571984435797655,limit_retest,0.7046692607003853,-0.9311284046692632,1.601167315175092,-1.3754863813229536,False,False,False,,0.0,0.0,9.648571428571472,,,False,False,False,False,,not_applicable,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX0,2019.5317803278153,2072.773042117404,26.83,51.93,1.94,2021-04-08 12:15:00+00:00,2021-04-09 03:30,1.94,1.94,NORMAL,1.0,,2021-04,,,False,,,2021-04-09 03:30:00+00:00,False,False,1.0,1992.7017803278154,True,2021-04-08 12:15:00+00:00|LONG|TBX0|2019.5318|26.83,0.0,True,0.6508304259342306,market_like,2.9962064730594387,-0.6646209589196905,2.633925444360212,-0.6646209589196905,False,False,False,,0.0,0.0,12.235714285714282,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX0,2080.037142457821,2077.06,10.7,-2.64,-0.25,2021-04-09 09:45:00+00:00,2021-04-09 12:30,-0.25,-0.25,YELLOW,0.6,PPI день 09-16 UTC,2021-04,,,False,,,2021-04-09 12:30:00+00:00,False,False,1.0,2069.3371424578213,True,2021-04-09 09:45:00+00:00|LONG|TBX0|2080.0371|10.7,0.0,True,0.3801067717590018,market_like,2.3170894899232533,-0.7427235941888761,2.3170894899232533,-2.620293687646834,False,False,False,,0.0,0.0,8.316428571428657,,,False,False,False,False,,not_applicable,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,LONG,TBX7A,2225.35,2179.26,46.09,-46.09,-1.0,2021-04-20 15:00:00+00:00,2021-04-20 16:00,-1.0,-1.0,NORMAL,1.0,,2021-04,,,False,,,2021-04-20 16:00:00+00:00,False,False,1.0,2179.2599999999998,True,2021-04-20 15:00:00+00:00|LONG|TBX7A|2225.35|46.09,,False,1.0783250162725062,unknown,-0.4749403341288755,-1.8461705359079992,3.0145367758732924,-1.8461705359079992,True,True,False,0.0,0.8461705359079992,2.084924392851674,18.70571428571426,3.0145367758732924,,True,True,True,False,9.25,hopeless,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,15M,LONG,TBX7A,2308.264520817447,2401.635088754566,58.67,51.34,0.88,2021-04-21 12:15:00+00:00,2021-04-21 20:30,0.88,0.88,NORMAL,1.0,,2021-04,,,False,,,2021-04-21 20:30:00+00:00,False,False,1.0,2249.594520817447,True,2021-04-21 12:15:00+00:00|LONG|TBX7A|2308.2645|58.67,0.0,True,0.2001793219268316,market_like,2.756698128218047,-0.34250078093484093,2.756698128218047,-0.34250078093484093,False,False,False,,0.0,0.0,24.835714285714307,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,15M,LONG,TBX7A,2465.3339264695264,2571.9593120346035,81.18,106.63,1.31,2021-04-22 05:45:00+00:00,2021-04-22 17:15,1.31,1.31,NORMAL,1.0,,2021-04,,,False,,,2021-04-22 17:15:00+00:00,False,False,1.0,2384.1539264695266,True,2021-04-22 05:45:00+00:00|LONG|TBX7A|2465.3339|81.18,0.0,True,0.2774565960769461,market_like,2.2209420242728957,-0.6287746547120776,2.2209420242728957,-0.6287746547120776,False,False,False,,0.0,0.0,27.37571428571427,,,False,False,False,False,,clean_winner,0.1971460202159876,0.5223454612889963,0.40722260590701836,1.0827463162798883
ETHUSDT,1H,SHORT,TBX0,2530.36,2258.33,107.84,272.03,2.52,2021-04-22 17:00:00+00:00,2021-04-23 10:15,2.52,2.52,NORMAL,1.0,,2021-04,,,False,,,2021-04-23 10:15:00+00:00,False,False,-1.0,2638.2000000000003,True,2021-04-22 17:00:00+00:00|SHORT|TBX0|2530.36|107.84,3.0,False,0.7677114243323439,limit_retest,3.8979970326409505,-0.8880749258160235,3.870178041543028,-0.8880749258160235,False,False,False,,0.0,0.0,26.73928571428574,,,False,False,False,False,,clean_winner,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
ETHUSDT,1H,LONG,TBX0,2334.27,2306.8648681557006,81.78,-24.96,-0.31,2021-04-23 15:00:00+00:00,2021-04-24 00:15,-0.31,-0.31,NORMAL,1.0,,2021-04,,,False,,,2021-04-24 00:15:00+00:00,False,False,1.0,2252.49,True,2021-04-23 15:00:00+00:00|LONG|TBX0|2334.27|81.78,3.0,False,0.4497432134996356,limit_retest,0.5347273171924678,-1.0116165321594524,0.5347273171924678,-1.2750061139642943,True,False,True,1.0,0.011616532159452353,0.02460411425188728,38.61142857142857,0.5347273171924678,0.5347273171924678,True,False,False,False,4.75,ambiguous_stop,0.4321185415586152,0.6756383432490256,0.6360653867547656,1.0796369927068623
